Teks;Kategori;Sumber
[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri;SMS/Chat Biasa;SMS
2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.;SMS/Chat Biasa;SMS
2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel;SMS/Chat Biasa;SMS
22nya mad. Aku bingung bkn laporannya __;SMS/Chat Biasa;SMS
aamiin, makasih semuanya moga cepat lulus juga;SMS/Chat Biasa;SMS
Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin;SMS/Chat Biasa;SMS
Abis maghrib yaa;SMS/Chat Biasa;SMS
Ada belakang warkop deket indomaret gerum 500/bulan;SMS/Chat Biasa;SMS
Ada di bip yang studio fotonya gitu;SMS/Chat Biasa;SMS
Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih;SMS/Chat Biasa;SMS
Ada diruangan nya tadi;SMS/Chat Biasa;SMS
Ada internet min alamatnya dmn?;SMS/Chat Biasa;SMS
Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.;SMS/Chat Biasa;SMS
Ada nya instagram;SMS/Chat Biasa;SMS
Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm;SMS/Chat Biasa;SMS
Ada semua di panduan pla..dishare di grup ini dan fb;SMS/Chat Biasa;SMS
Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm;SMS/Chat Biasa;SMS
Ada teh dikpad, ini kontaknya ####;SMS/Chat Biasa;SMS
Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb;SMS/Chat Biasa;SMS
Ada yg lain kok ikan tahu tempe;SMS/Chat Biasa;SMS
Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk;SMS/Chat Biasa;SMS
Ada yg tau ruangan pak daya yg di fpmipa b?;SMS/Chat Biasa;SMS
Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.;SMS/Chat Biasa;SMS
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa;SMS/Chat Biasa;SMS
Aigoo banyak banget chatnyaa aku baru liat hape hehehe;SMS/Chat Biasa;SMS
Airnya asa kurang lancar, besok ku tanya papa yah,;SMS/Chat Biasa;SMS
Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw;SMS/Chat Biasa;SMS
Aku ada spagetti, tp usah kaldaluarsa belum yah;SMS/Chat Biasa;SMS
Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk;SMS/Chat Biasa;SMS
Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?;SMS/Chat Biasa;SMS
aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.;SMS/Chat Biasa;SMS
Aku depan pasca skrng;SMS/Chat Biasa;SMS
Aku di pt. DI;SMS/Chat Biasa;SMS
Aku dy wkwk makanya kurang direstui jg krna kejauhan;SMS/Chat Biasa;SMS
Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1Ê :(;SMS/Chat Biasa;SMS
Aku ga ke upi sepertinya;SMS/Chat Biasa;SMS
Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(;SMS/Chat Biasa;SMS
Aku jg blm berangkt wkwk;SMS/Chat Biasa;SMS
Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur;SMS/Chat Biasa;SMS
Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(;SMS/Chat Biasa;SMS
aku kira bukan besoook :'(;SMS/Chat Biasa;SMS
Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy;SMS/Chat Biasa;SMS
Aku mah plg kerumah ketemu ayah mama cukup kok :');SMS/Chat Biasa;SMS
"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha";SMS/Chat Biasa;SMS
Aku mau bawa balon sm coklat min. Mau nitip?;SMS/Chat Biasa;SMS
Aku mau nyari data yang dibutuhin dari tabel mana aja.;SMS/Chat Biasa;SMS
Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg;SMS/Chat Biasa;SMS
aku push yang updatenya, itu udah di template sama adminLTE.;SMS/Chat Biasa;SMS
Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(;SMS/Chat Biasa;SMS
Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-;SMS/Chat Biasa;SMS
Alhamdulillah, makasih yaaa udah meluangkan waktu __;SMS/Chat Biasa;SMS
Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.;SMS/Chat Biasa;SMS
Alhamdullilah sudah beres semua :)Ê Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.;SMS/Chat Biasa;SMS
AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri;SMS/Chat Biasa;SMS
Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..;SMS/Chat Biasa;SMS
nama1Ê jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu;SMS/Chat Biasa;SMS
nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga;SMS/Chat Biasa;SMS
nama1 seharusnya cuman nambah table daftar_ulang_ird + kalau ada masternya. Yg lain kita samain aja ya pake yg aku data_pasien (2).sql;SMS/Chat Biasa;SMS
Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu;SMS/Chat Biasa;SMS
Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.;SMS/Chat Biasa;SMS
Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? TrimsÊ;SMS/Chat Biasa;SMS
assalamualaikum pak, mohon maaf saya mau tanya pak, apakah remedial dwm harus hadir di tempat pak? apa bisa online? mohon maaf sebelumnya;SMS/Chat Biasa;SMS
Assalamualaikum Pak. Ini dg nama1 ilkom 2012. Maaf Pak td saya ninggalin proposal di meja Bapak di atas printer. Terima kasih Pak.;SMS/Chat Biasa;SMS
Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4;SMS/Chat Biasa;SMS
Assalamu'alaikum, nama1 mau minta bantuan.;SMS/Chat Biasa;SMS
Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?;SMS/Chat Biasa;SMS
Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip;SMS/Chat Biasa;SMS
Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu __;SMS/Chat Biasa;SMS
atulah aku teh udh ngidam sate maranggi dr bulan puasa __ naha ka subang teu ngajakan ih;SMS/Chat Biasa;SMS
Ayam aja Pak, terus satu paket itu sama isinya ap aja?;SMS/Chat Biasa;SMS
Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya;SMS/Chat Biasa;SMS
Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk;SMS/Chat Biasa;SMS
bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..;SMS/Chat Biasa;SMS
Bagi yg tertarik lanjut ke gemastik 2016 ini tempat diskusinya : http://line.me/R/ti/g/xxxxx;SMS/Chat Biasa;SMS
Baik Pak, berarti nanti Kamis kami ke kantor lagi;SMS/Chat Biasa;SMS
Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.;SMS/Chat Biasa;SMS
Bali mah kudu berapa atuh duitnya;SMS/Chat Biasa;SMS
Baru ngeh chatnya maafkan (maaf);SMS/Chat Biasa;SMS
bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.;SMS/Chat Biasa;SMS
Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?;SMS/Chat Biasa;SMS
Beli es kelapa depan d besto teh;SMS/Chat Biasa;SMS
Belum de.. Saya kagi nyoba ngejar..;SMS/Chat Biasa;SMS
Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.;SMS/Chat Biasa;SMS
Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj;SMS/Chat Biasa;SMS
Berarti saya ke palasari nya skrg .. abis itu langsung ke gik;SMS/Chat Biasa;SMS
Besok aku kasihin softfilenya gpp?;SMS/Chat Biasa;SMS
Besok dwm jadi ya praktikum weka. Bawa laptop.;SMS/Chat Biasa;SMS
besok jam berapaa? harus jadi ih, udah 2 kali skip __;SMS/Chat Biasa;SMS
Besok kekantor saya tunggu jam 9 ya..;SMS/Chat Biasa;SMS
Besok mau ke kampus lagi ga?;SMS/Chat Biasa;SMS
Besok saya ada rapat dinas.. Selasa aja ya...;SMS/Chat Biasa;SMS
Besok siang ya jam 2;SMS/Chat Biasa;SMS
Besok yuk dua jam bih dari jam 4-6;SMS/Chat Biasa;SMS
beu atuh sekarang, sambil nunggu yg pulang ppl;SMS/Chat Biasa;SMS
Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya;SMS/Chat Biasa;SMS
biasana sih pak nama1 sampe jam 12 kan di kampus?;SMS/Chat Biasa;SMS
Biasanya dia bukannya ke subang ya kalo weekend;SMS/Chat Biasa;SMS
Biasanya mah stasiun teh sebelum lewatin rel nama1;SMS/Chat Biasa;SMS
Bimbingan lg nanti nama1 da;SMS/Chat Biasa;SMS
bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.;SMS/Chat Biasa;SMS
Bisa bu...buka jam 11 bu;SMS/Chat Biasa;SMS
Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015;SMS/Chat Biasa;SMS
bisa turun juga. Mencegah ikut remedial tapi tanpa persiapan dan asal-asalan menjawab.;SMS/Chat Biasa;SMS
Bisi ga enak ga bantuin beberes ato masak2nya :(;SMS/Chat Biasa;SMS
Blm aku cek min mau apa? Kalau penting bgt nanti aku gedorin;SMS/Chat Biasa;SMS
Blm beres sep. Malah byk bug;SMS/Chat Biasa;SMS
Blm mad ntr sore td udh ktmu;SMS/Chat Biasa;SMS
bntr lagi pulang;SMS/Chat Biasa;SMS
Bntr lg kan mau sholat mel. Nanti keluar upinet kasih tau ya. Males balikÊ;SMS/Chat Biasa;SMS
Bole duaduanya pen hardcover dulu. Tp kalau perusahaan udh minta boleh ttd dulu;SMS/Chat Biasa;SMS
Boleh bu, kalau ada yang bakal pindah bulan itu. Kalau tidak keberatan bisa kabarin Bu. Terima kasih.;SMS/Chat Biasa;SMS
boleh install sendiri, nanti juga saya bawa installernya.;SMS/Chat Biasa;SMS
Boleh minta alamat nya kalo dari gang softball kmna gtu;SMS/Chat Biasa;SMS
Boleh nitip coklat ke alhuda?;SMS/Chat Biasa;SMS
Boleh yang di depan ramen aa gpp jam 12.39 ya;SMS/Chat Biasa;SMS
Bsok ada kmpul euy.... Gmna ? Tpi gini aja. Vote aja yg bisa bsok sapa skrg sapa;SMS/Chat Biasa;SMS
Btw magicomnya yg sedang Gais, gaada yg gede;SMS/Chat Biasa;SMS
Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya;SMS/Chat Biasa;SMS
Bu mau mastiin ketemu di jica kan Bu?;SMS/Chat Biasa;SMS
Buat yg mahasiswa baru;SMS/Chat Biasa;SMS
bulan depan ada daging sapi, mau dibakar dmna ? d pantai atau d rumah nama1 ?;SMS/Chat Biasa;SMS
Cape sih tp da susah euy kalo udah pikiran gtu teh;SMS/Chat Biasa;SMS
Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat;SMS/Chat Biasa;SMS
cari yang seken, murah meriah kualiatasnya masih bagus kok;SMS/Chat Biasa;SMS
Ceritanya biasa aja. Tp tetep bikin nangis;SMS/Chat Biasa;SMS
Coba siapa yg lagi di prodi? Punten liatin jadwal sidang. Ada tulisan suruh kumpul jam brp gitu gak? Nuhun;SMS/Chat Biasa;SMS
Cobaan itu teh dy, kadang cewe mah overthink dan overreact;SMS/Chat Biasa;SMS
Cukup alquran sbgai pedoman bagi org2 yg beriman.;SMS/Chat Biasa;SMS
da gapapa public juga, asal jangan ada yang dimasukin.;SMS/Chat Biasa;SMS
Da sebenernya makan sama indomie ge cukup aku mah __;SMS/Chat Biasa;SMS
Dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang;SMS/Chat Biasa;SMS
Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda;SMS/Chat Biasa;SMS
Derr ya jangan wacana kaka bunda;SMS/Chat Biasa;SMS
Di folder sql, aya sql rawatdaruat.sql tinggal sesuain sama yang maneh we. Cobaan k ente jalanken. Di urg mh teu jalan ngan load view mh bisa. Error di database. Soalna lieur gabungken database na.;SMS/Chat Biasa;SMS
Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?;SMS/Chat Biasa;SMS
Diagnosa mana? Di pasien_irj ga ada diagnosa;SMS/Chat Biasa;SMS
nama1 helmkuuuu.:'(;SMS/Chat Biasa;SMS
nama1 ntr aku ke kosan kamu yaaaaa;SMS/Chat Biasa;SMS
dikirim nya disatuin ?;SMS/Chat Biasa;SMS
nama1 dah selesei blm machine learningnya ?;SMS/Chat Biasa;SMS
nama1 nmr kamu yg ini kan? ntr ayu sms kl udah dpn kosan yah;SMS/Chat Biasa;SMS
nama1 saya ke kosan yah, mau nanya2 jg soal laporan.. boleh ga?;SMS/Chat Biasa;SMS
nama1, minta controller dan view nya aja.;SMS/Chat Biasa;SMS
nama1, minta database kamu sama view dan controller yang ada js buat dropdown kotanya.;SMS/Chat Biasa;SMS
nama1 bisa pakai flash buat animasi ga?? Atau pakai movie maker??;SMS/Chat Biasa;SMS
nama1 di kosan gaaa? Mau numpang dooong;SMS/Chat Biasa;SMS
nama1 dmna ? boleh mnta tolong ss dong bisns proses nya,,,,,;SMS/Chat Biasa;SMS
nama1 ke pt. inti?;SMS/Chat Biasa;SMS
nama1 maapin baru buka line;SMS/Chat Biasa;SMS
nama1 mau pergi ga? Kalo engga aku mau ke kosan;SMS/Chat Biasa;SMS
nama1, note nama1 yang Dinamic ada di emil. Kembaliin ke nama1 atau gmana?;SMS/Chat Biasa;SMS
nama1Ê Cara bikin makalah yang daftar isinya langsung jadi gmana?;SMS/Chat Biasa;SMS
"nama1;Graha Desila kmr 14 Lt.2;Aqua;20000(kembalian)";SMS/Chat Biasa;SMS
Dilantai 2 ya tepat diruang skripsi;SMS/Chat Biasa;SMS
Dimulai dari angka 0;SMS/Chat Biasa;SMS
Dmana aja kang boleh hehe;SMS/Chat Biasa;SMS
Doakan aja ya bsok lancar paling cepet aku nyampe sana jam 9 malem;SMS/Chat Biasa;SMS
Dr ciateul terus masa kekalapa lg (frown);SMS/Chat Biasa;SMS
Duh gusti disini ujan gede, semoga di riung gak bocor yah gais;SMS/Chat Biasa;SMS
E& (gila) ada namakuuu. Kapan aku luluuus;SMS/Chat Biasa;SMS
Edan edan nama1 semoga menjadi keluarga samawa;SMS/Chat Biasa;SMS
Eh aku instances deh. Diload ga bsÊ;SMS/Chat Biasa;SMS
Eh di kosan nama1 maksudnya, buat temen nama1 , buat september;SMS/Chat Biasa;SMS
Eh gatau, td Bagus yang nanyain;SMS/Chat Biasa;SMS
Eh iyaa gais kadonya udah aku kasih yaa, kata nama1 makasihh sama maaf kalau ada salah. Minggu ini udah mau ke samarinda;SMS/Chat Biasa;SMS
Eh kita brati kan makan 2 kali ya?malem ini sma bsok pagi bukan?;SMS/Chat Biasa;SMS
Eh tp jam 5 pas dong jgn malem hbs mgrib. Aku takut plg wk;SMS/Chat Biasa;SMS
emang berbayar nama1 .;SMS/Chat Biasa;SMS
Enakaa ajaaa gw diantar cowok gw yaa bukan dijmput nama1;SMS/Chat Biasa;SMS
Engga tau sep ntr di kosan aku cek sepertinya tidak ada semalam aku liat;SMS/Chat Biasa;SMS
Engga teh aku udh siap, mau brgkt ini. Aku td line teteh;SMS/Chat Biasa;SMS
Eta mah data dokter keseluruhan. Maksud urg teh kan si pasien teh aya meren di pariksa ku dokter saha.;SMS/Chat Biasa;SMS
nama1 bisa lembar yg kamrin bisa minta ke pak anto. Tp ibu minta yg di bab 2 harus diparafrase kalimatnya, jgn copy paste semua.;SMS/Chat Biasa;SMS
nama1 .. Saya masih di perjalanan.. Besok aja habis jumatan ketemu di kanto.. Web service nya juga sudah bisa di akses;SMS/Chat Biasa;SMS
Food Teh maksudnya bukan beras kan kang?Ê;SMS/Chat Biasa;SMS
Ga ada birthday nya? Wkwk;SMS/Chat Biasa;SMS
Gaaais dlm semenit aja aku jd nasabah btpn wkwk;SMS/Chat Biasa;SMS
Gaaais penamaannya kyk nama1 nih biar rapih;SMS/Chat Biasa;SMS
Gaada buat yg bukan temen mah;SMS/Chat Biasa;SMS
Gaes gaes mau drakor gaes besok yawww;SMS/Chat Biasa;SMS
Gais aku sudah brgkt. Mau matiin hp;SMS/Chat Biasa;SMS
Gais bsk kke kantor ya nyerahin laporan aku udh dpt ttd paedi. Ini mau hard jilid. Jgn lupa ya source sama laporan di cd;SMS/Chat Biasa;SMS
Gais kalau ada chat2 sebelumnya tolong dibaca dan dipahami biar ga ulg2 ____;SMS/Chat Biasa;SMS
Gais kalo dri upi ke unisba pake angkot apa pulang pergi?Ê;SMS/Chat Biasa;SMS
Gais kata aku kita ngantor tgl 4 sekalian bawa form penilaian, daftar hadir, form bimbingan. Sekalulian foto.;SMS/Chat Biasa;SMS
Gais kyknya bapa ga akan bls sms aku. Mau gmn? Tp bapa bls sms teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini.;SMS/Chat Biasa;SMS
Gais laporan 40 itu di bimbingan pembimbing lapangan?;SMS/Chat Biasa;SMS
Gais sekalian tanyain Pla ap aja yg diminta dr tempat pla setelah selesai selain nilai dr kampus? Ada surat2 lain ga.;SMS/Chat Biasa;SMS
Gajadi gadiabsen yg telatnya lebib dr 15 menit da kayanya;SMS/Chat Biasa;SMS
Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw;SMS/Chat Biasa;SMS
gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.;SMS/Chat Biasa;SMS
Gampang da cuma tampilan doang.;SMS/Chat Biasa;SMS
Gara gara batman. Pdhl udh diulang;SMS/Chat Biasa;SMS
Gatau nuy, suruh tunggu aja cenah belom diinvite2 sama apapa aku mah;SMS/Chat Biasa;SMS
gatau tadi bapa nya keburu jumatan , pokonya suruh ngumpul dlu gt katanyaÊ;SMS/Chat Biasa;SMS
Geng hari ini mau jam brpa ? Respon yah...;SMS/Chat Biasa;SMS
Gimana nuy menghadapi beliau?;SMS/Chat Biasa;SMS
Gpp kali beda beda sep;SMS/Chat Biasa;SMS
Guys ada yg bermotor mau ngampus gak? Temenin ambil foto laaah (unbearable);SMS/Chat Biasa;SMS
Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe;SMS/Chat Biasa;SMS
Guys di bdg ada studi foto yg gini gaaak;SMS/Chat Biasa;SMS
Guys numpang promosi bisi ada yg butuh..Ê Dijual MacBook Air Layar 11inch Ram 4gb Ssd 128gb Garansi sisa 5 bulan Dijual karena jarang di pake..Ê Harga PM;SMS/Chat Biasa;SMS
Guys, aku ganti template nya.;SMS/Chat Biasa;SMS
Guys, untuk groupwherenya pake github aja yaÊ;SMS/Chat Biasa;SMS
habis ini, pake groupwhere. biar ga berceceran filenya.;SMS/Chat Biasa;SMS
Haha ayook kita bully adi ndut sama sama ____;SMS/Chat Biasa;SMS
Hai akang-teteh, bagi kalian yang belum tau, merekalah calon Pemimpin KEMAKOM periode 2016-2017! yuk kita simak visi-misi mereka :);SMS/Chat Biasa;SMS
Harganya kisaran 50rb nama1 __;SMS/Chat Biasa;SMS
Hari kamis saya baru masuk;SMS/Chat Biasa;SMS
Hayu boleh da gais, tp kudu disurvey dulu sama aku, bisi tiba2 ada something wkwk;SMS/Chat Biasa;SMS
Hbd nama1 , cepet sidang cepet wisuda yaaa aamiiiin;SMS/Chat Biasa;SMS
Hehe sudah sep ku jebol pake solder tp jd jelek ____;SMS/Chat Biasa;SMS
Hmm sebenernya itu cuman eksekusi jquery di control sep. Coba cek jquery yg dicotroller waktu klik button. Kan ke controller yg buat nyetak pdf;SMS/Chat Biasa;SMS
hmmm tiket ke batam berapa duit gile~;SMS/Chat Biasa;SMS
Hub kita lg kalo udah dkt wktnya.;SMS/Chat Biasa;SMS
Ibunya lagi bobok, aku mau nanya ttg daging, kalo ada daging mau di presto dulu juga;SMS/Chat Biasa;SMS
Info Gempa Mag:5.3 SR, 21-Jun-16 21:10:23 WIB, Lok:2.21 LS,99.33 BT (98 km Tenggara KEP-MENTAWAI-SUMBAR), Kedlmn:34 Km ::BMKG;SMS/Chat Biasa;SMS
Ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain (:() harus nunggu kering baru bisa nyala, smg ujannya berenti __;SMS/Chat Biasa;SMS
Ini ini udh disini mau apa aku gorengin;SMS/Chat Biasa;SMS
Ini kalo kita lg beneran ngumpul pasti lg mewek berjamaah;SMS/Chat Biasa;SMS
InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt;SMS/Chat Biasa;SMS
Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca;SMS/Chat Biasa;SMS
itu masih pake data dummy, ntar gampang itu mh.;SMS/Chat Biasa;SMS
Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis;SMS/Chat Biasa;SMS
Itu teh sebenernya krna terlalu sakit sma orang itu nuy, padahal kalo udah nemu orang baru mah pasti rasanya beda;SMS/Chat Biasa;SMS
itu yang tugas pentaho langsung presentasi di pentaho nya ?;SMS/Chat Biasa;SMS
Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan _;SMS/Chat Biasa;SMS
IyaÊ nama1, terakhir di lab jarkom. Pas copy sql SIGIndo tea..;SMS/Chat Biasa;SMS
Iya ih ko sedih sih gtau kapan lg ke bandung :(;SMS/Chat Biasa;SMS
Iya ih maksimalkan waktu sebulan ini wkwkwk pdhl aku aja yg mo pindah :(;SMS/Chat Biasa;SMS
Iya kalau ada yang kosong agus atau sept;SMS/Chat Biasa;SMS
Iya kan file terkahir itu data_pasien. -_-;SMS/Chat Biasa;SMS
Iya kar lg dikosan nih. Numpang ap?;SMS/Chat Biasa;SMS
iya ke singapur make yang 1dolar tea gening wkwk;SMS/Chat Biasa;SMS
Iya liat mock up nya maksudnya;SMS/Chat Biasa;SMS
Iya put alat masak makan mah aku usahain ada;SMS/Chat Biasa;SMS
Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.;SMS/Chat Biasa;SMS
Iya ya ratarata programmer gt hirenya udh pake csps gt gt;SMS/Chat Biasa;SMS
iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.;SMS/Chat Biasa;SMS
Iya, semua kamera kecuali kamera lia aku taro di situ semua;SMS/Chat Biasa;SMS
Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe;SMS/Chat Biasa;SMS
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir;SMS/Chat Biasa;SMS
Iyalah makin malam makin mahal kek yg suka dijalanan;SMS/Chat Biasa;SMS
Jadi kapan kita meet upnyaa nih temaan temaan?;SMS/Chat Biasa;SMS
Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu;SMS/Chat Biasa;SMS
Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.;SMS/Chat Biasa;SMS
Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~;SMS/Chat Biasa;SMS
Jadinya aku ambil bulanan sampe desember. Tapi sekamar berdua sama sodara aku;SMS/Chat Biasa;SMS
Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?;SMS/Chat Biasa;SMS
Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da;SMS/Chat Biasa;SMS
Jam 12 wid, nanti berangkat jam 10;SMS/Chat Biasa;SMS
Jam 8 berangkat aja gmn teh;SMS/Chat Biasa;SMS
Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaaÊ;SMS/Chat Biasa;SMS
Jangan di agendain, suka ga jadi wkwkwkÊ;SMS/Chat Biasa;SMS
Jangan gitu kang.. Aku tersinggung.;SMS/Chat Biasa;SMS
Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.;SMS/Chat Biasa;SMS
Januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin;SMS/Chat Biasa;SMS
Jauh amat jemput di poskamling cilimus dee;SMS/Chat Biasa;SMS
Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran;SMS/Chat Biasa;SMS
Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu;SMS/Chat Biasa;SMS
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg;SMS/Chat Biasa;SMS
Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin;SMS/Chat Biasa;SMS
Jumlah poin Anda s.d tgl 16/08/16 : 18 poin. Anda termasuk dalam kategori RED. Masa berlaku poin s.d 31 Des 2016;SMS/Chat Biasa;SMS
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home kaÊ;SMS/Chat Biasa;SMS
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh Ê ...sudah pakai box dan air gelas;SMS/Chat Biasa;SMS
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong;SMS/Chat Biasa;SMS
