,Teks_Clean,Teks_Clean2,Tokeniz,baku_text,stemmed_content,label
3133,lebih asik milih capres ganjar pranowo daripada mas bowo dan anies baswedan deh visi dan misinya jelas banget buat bawa indo ke arah yang lebih  jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,asik milih visi misinya bawa indo arah tabrakprof,"['asik', 'milih', 'visi', 'misinya', 'bawa', 'indo', 'arah', 'tabrakprof']","['asik', 'memilih', 'visi', 'misinya', 'bawa', 'indonesia', 'arah', 'tabrakprof']",asik pilih visi misi bawa indonesia arah tabrakprof,Politik
3134,rt daripada dikuasai asing lebih baik prabowo yang mengelola haha narasinya jadi disetir ke sentimen nasionalisme sempit seakanakan penguasaan tanah skala besar itu soal asingwni padahal akar masalahnya soal struktur kelas dan agraria yang timpang,dikuasai asing mengelola haha narasinya disetir sentimen nasionalisme sempit seakanakan penguasaan tanah skala asingwni akar struktur kelas agraria timpang,"['dikuasai', 'asing', 'mengelola', 'haha', 'narasinya', 'disetir', 'sentimen', 'nasionalisme', 'sempit', 'seakanakan', 'penguasaan', 'tanah', 'skala', 'asingwni', 'akar', 'struktur', 'kelas', 'agraria', 'timpang']","['dikuasai', 'asing', 'mengelola', 'haha', 'narasinya', 'disetir', 'sentimen', 'nasionalisme', 'sempit', 'seakanakan', 'penguasaan', 'tanah', 'skala', 'asingwni', 'akar', 'struktur', 'kelas', 'agraria', 'timpang']",asai asing kelola haha narasi setir sentimen nasionalisme sempit seakanakan kuasa tanah skala asingwni akar struktur kelas agraria timpang,Politik
3135,prabowo aja mau import lo pak kalo gak di india ya australia udah beras import bawang import skrg susu import bukannya menambah income negara sendiri tp malah seneng ngasih duit ke negara lain itulah men,aja import gak india australia udah beras import bawang import susu import menambah income negara seneng ngasih duit negara men,"['aja', 'import', 'gak', 'india', 'australia', 'udah', 'beras', 'import', 'bawang', 'import', 'susu', 'import', 'menambah', 'income', 'negara', 'seneng', 'ngasih', 'duit', 'negara', 'men']","['saja', 'import', 'enggak', 'india', 'australia', 'sudah', 'beras', 'import', 'bawang', 'import', 'susu', 'import', 'menambah', 'income', 'negara', 'senang', 'mengasih', 'duit', 'negara', 'men']",saja import enggak india australia sudah beras import bawang import susu import tambah income negara senang asih duit negara men,Ekonomi
3136,rt bawaslu nilai umpatan prabowo bisa masuk pidana pemilu klik untuk baca  bawaslu kok kayak pengamat kalau memang benar ya ditindak dong masa cuma ngancem kacau,bawaslu nilai umpatan masuk pidana pemilu klik baca bawaslu kayak pengamat ditindak ngancem kacau,"['bawaslu', 'nilai', 'umpatan', 'masuk', 'pidana', 'pemilu', 'klik', 'baca', 'bawaslu', 'kayak', 'pengamat', 'ditindak', 'ngancem', 'kacau']","['bawaslu', 'nilai', 'umpatan', 'masuk', 'pidana', 'pemilu', 'klik', 'baca', 'bawaslu', 'kayak', 'pengamat', 'ditindak', 'ngancem', 'kacau']",bawaslu nilai umpat masuk pidana milu klik baca bawaslu kayak amat tindak ngancem kacau,Politik
3137,rt yuk jaga tps yukk bukan untuk anies bukan untuk cak imin tapi menyelamatkan suara rakyat yang menginginkan perubahan anies  cukup doain saya istiqomah dan amanah,jaga tps yukk menyelamatkan suara rakyat perubahan doain istiqomah amanah,"['jaga', 'tps', 'yukk', 'menyelamatkan', 'suara', 'rakyat', 'perubahan', 'doain', 'istiqomah', 'amanah']","['jaga', 'tps', 'yuk', 'menyelamatkan', 'suara', 'rakyat', 'perubahan', 'doain', 'istikamah', 'amanah']",jaga tps yuk selamat suara rakyat ubah doain istikamah amanah,Politik
3138,rt anies kritik pembelian alutsista bekas hingga soroti aset prabowo saat sampaikan visimisi di debat  capres nomor urut  anies baswedan capres nomor urut  prabowo subianto dan capres nomor urut  ganjar pranowo mengikuti debat ketiga pilpres  pada minggu  di istora senayan jakarta anies sempat menyoroti soal cyber attack tppo narkoba food estate hingga aset yang dimiliki prabowo saat menyampaikan visi dan misi simak selengkapnya video berikut ini dan temukan juga berbagai informasi terbaru lainnya hanya di  atau kanal youtube kompastv debatcapres,kritik pembelian alutsista bekas soroti aset visimisi nomor nomor nomor mengikuti ketiga minggu istora senayan menyoroti cyber attack tppo narkoba food estate aset dimiliki visi misi simak selengkapnya video temukan informasi terbaru kanal youtube kompastv debatcapres,"['kritik', 'pembelian', 'alutsista', 'bekas', 'soroti', 'aset', 'visimisi', 'nomor', 'nomor', 'nomor', 'mengikuti', 'ketiga', 'minggu', 'istora', 'senayan', 'menyoroti', 'cyber', 'attack', 'tppo', 'narkoba', 'food', 'estate', 'aset', 'dimiliki', 'visi', 'misi', 'simak', 'selengkapnya', 'video', 'temukan', 'informasi', 'terbaru', 'kanal', 'youtube', 'kompastv', 'debatcapres']","['kritik', 'pembelian', 'alutsista', 'bekas', 'soroti', 'aset', 'visimisi', 'nomor', 'nomor', 'nomor', 'mengikuti', 'ketiga', 'minggu', 'istora', 'senayan', 'menyoroti', 'cyber', 'attack', 'tppo', 'narkoba', 'food', 'estate', 'aset', 'dimiliki', 'visi', 'misi', 'simak', 'selengkapnya', 'video', 'temukan', 'informasi', 'terbaru', 'kanal', 'youtube', 'kompastv', 'debatcapres']",kritik beli alutsista bekas sorot aset visimisi nomor nomor nomor ikut tiga minggu istora senayan sorot cyber attack tppo narkoba food estate aset milik visi misi simak lengkap video temu informasi baru kanal youtube kompastv debatcapres,Politik
3139,rt satpol pp di jakarta dulu dikenal kejam menjaga yang makmur menindas wong cilik era anies satpol pp diarahkan untuk menegakkan peraturan dan memberikan rasa tenang pada wong cilik anies bersama wong cilik umatislampilihamin umatislampilihamin,satpol pp dikenal kejam menjaga makmur menindas cilik era satpol pp diarahkan menegakkan peraturan tenang cilik cilik umatislampilihamin umatislampilihamin,"['satpol', 'pp', 'dikenal', 'kejam', 'menjaga', 'makmur', 'menindas', 'cilik', 'era', 'satpol', 'pp', 'diarahkan', 'menegakkan', 'peraturan', 'tenang', 'cilik', 'cilik', 'umatislampilihamin', 'umatislampilihamin']","['satpol', 'pp', 'dikenal', 'kejam', 'menjaga', 'makmur', 'menindas', 'cilik', 'era', 'satpol', 'pp', 'diarahkan', 'menegakkan', 'peraturan', 'tenang', 'cilik', 'cilik', 'umatislampilihamin', 'umatislampilihamin']",satpol pp kenal kejam jaga makmur tindas cilik era satpol pp arah tegak atur tenang cilik cilik umatislampilihamin umatislampilihamin,Sosial Budaya
3141,manfaat evaluasi pasal karet uu ite yang akan dilakukan ganjar pranowo  meningkatkan demokrasi jnk ganjarmahfudrebound ganjarpranowopilihanumat,manfaat evaluasi pasal karet uu ite meningkatkan demokrasi,"['manfaat', 'evaluasi', 'pasal', 'karet', 'uu', 'ite', 'meningkatkan', 'demokrasi']","['manfaat', 'evaluasi', 'pasal', 'karet', 'uu', 'ite', 'meningkatkan', 'demokrasi']",manfaat evaluasi pasal karet uu ite tingkat demokrasi,Politik
3142,rt bro keren bgt pak anies bilang kalo pak suami juga harus dpt cuti melahirkan  hari supaya bisa nemenin istri  ngurus mukjizat dari tuhan anak bareng bareng,bro keren bgt bilang suami dpt cuti melahirkan nemenin istri ngurus mukjizat tuhan bareng bareng,"['bro', 'keren', 'bgt', 'bilang', 'suami', 'dpt', 'cuti', 'melahirkan', 'nemenin', 'istri', 'ngurus', 'mukjizat', 'tuhan', 'bareng', 'bareng']","['bro', 'keren', 'banget', 'bilang', 'suami', 'dapat', 'cuti', 'melahirkan', 'nemenin', 'istri', 'mengurus', 'mukjizat', 'tuhan', 'bareng', 'bareng']",bro keren banget bilang suami dapat cuti lahir nemenin istri urus mukjizat tuhan bareng bareng,Sosial Budaya
3143,nama programnya aja udah keren kan  juta hunian gak usah pusing lagi mikirin rumahpilih ganjar pranowo  mahfud md di  ganjarmahfudrebound jnk,nama programnya aja udah keren juta hunian gak pusing mikirin rumahpilih,"['nama', 'programnya', 'aja', 'udah', 'keren', 'juta', 'hunian', 'gak', 'pusing', 'mikirin', 'rumahpilih']","['nama', 'programnya', 'saja', 'sudah', 'keren', 'juta', 'hunian', 'enggak', 'pusing', 'memikirkan', 'rumahpilih']",nama program saja sudah keren juta huni enggak pusing pikir rumahpilih,Politik
3144,ganjar pranowo bukan hanya memberikan harapan tapi juga memberikan kepastian dan perlindungan bagi pekerja migranganjarharapan jnk ganjarmahfudrebound ganjarpranowopilihanumat,harapan kepastian perlindungan pekerja migranganjarharapan,"['harapan', 'kepastian', 'perlindungan', 'pekerja', 'migranganjarharapan']","['harapan', 'kepastian', 'perlindungan', 'pekerja', 'migranganjarharapan']",harap pasti lindung kerja migranganjarharapan,Politik
3145,probowo no more anies forever,probowo more forever,"['probowo', 'more', 'forever']","['probowo', 'more', 'forever']",probowo more forever,Politik
3146,ganjar mahfud memberikan perhatian serius terhadap kesejahteraan tnipolri membuktikan komitmen mereka pada keamanan dan  negara   dulujokowisekarangganjar,perhatian serius kesejahteraan tnipolri membuktikan komitmen keamanan negara,"['perhatian', 'serius', 'kesejahteraan', 'tnipolri', 'membuktikan', 'komitmen', 'keamanan', 'negara']","['perhatian', 'serius', 'kesejahteraan', 'tnipolri', 'membuktikan', 'komitmen', 'keamanan', 'negara']",perhati serius sejahtera tnipolri bukti komitmen aman negara,Pertahanan dan Keamanan
3148,rt kemhan di era prabowo dipuji asing tapi dicemooh ganjar dan anies,kemhan era dipuji asing dicemooh,"['kemhan', 'era', 'dipuji', 'asing', 'dicemooh']","['kemhan', 'era', 'dipuji', 'asing', 'dicemooh']",kemhan era puji asing cemooh,Politik
3149,errr gmn ya udh  curang penjahat ham masih aja dipilih jelas dijulidin ‚ blm lg kalian main uu ite sekelas pak ganjar dan pak anies dilaporin gmn ga makin bnci tinggal di indon  kelakuan kalian,errr gmn udh curang penjahat ham aja dipilih dijulidin ‚ blm lg main uu ite sekelas dilaporin gmn ga bnci tinggal indon kelakuan,"['errr', 'gmn', 'udh', 'curang', 'penjahat', 'ham', 'aja', 'dipilih', 'dijulidin', '‚', 'blm', 'lg', 'main', 'uu', 'ite', 'sekelas', 'dilaporin', 'gmn', 'ga', 'bnci', 'tinggal', 'indon', 'kelakuan']","['errr', 'bagaimana', 'sudah', 'curang', 'penjahat', 'ham', 'saja', 'dipilih', 'dijulidin', '‚', 'belum', 'lagi', 'main', 'uu', 'ite', 'sekelas', 'dilaporin', 'bagaimana', 'enggak', 'bnci', 'tinggal', 'indon', 'kelakuan']",errr bagaimana sudah curang jahat ham saja pilih dijulidin  belum lagi main uu ite kelas dilaporin bagaimana enggak bnci tinggal indon laku,Politik
3151,dalam upaya menekan angka stunting di indonesia caprescawapres nomor urut tiga ganjarmahfud berkomitmen memberikan uang saku kepada kader posyandu semua ini menjadi bagian dari upaya ganjarmahfud untuk mensejahterakan masyarakat indonesia,upaya menekan angka stunting caprescawapres nomor berkomitmen uang saku kader posyandu upaya mensejahterakan masyarakat,"['upaya', 'menekan', 'angka', 'stunting', 'caprescawapres', 'nomor', 'berkomitmen', 'uang', 'saku', 'kader', 'posyandu', 'upaya', 'mensejahterakan', 'masyarakat']","['upaya', 'menekan', 'angka', 'stunting', 'caprescawapres', 'nomor', 'berkomitmen', 'uang', 'saku', 'kader', 'posyandu', 'upaya', 'mensejahterakan', 'masyarakat']",upaya tekan angka stunting caprescawapres nomor komitmen uang saku kader posyandu upaya sejahtera masyarakat,Sosial Budaya
3152,rt  imbas gampang kebawa emosi d manfaatkan anies tenaga udah ngosngosan d awal gitu injury time kena canon ball dr ganjar auto icu omonomon kata kolot bin usang demi bangsa amp negara saya rela msh aja keluar,imbas gampang kebawa emosi d manfaatkan tenaga udah ngosngosan d gitu injury time canon ball dr auto icu omonomon kolot bin usang bangsa negara rela msh aja,"['imbas', 'gampang', 'kebawa', 'emosi', 'd', 'manfaatkan', 'tenaga', 'udah', 'ngosngosan', 'd', 'gitu', 'injury', 'time', 'canon', 'ball', 'dr', 'auto', 'icu', 'omonomon', 'kolot', 'bin', 'usang', 'bangsa', 'negara', 'rela', 'msh', 'aja']","['imbas', 'gampang', 'terbawa', 'emosi', 'ada', 'manfaatkan', 'tenaga', 'sudah', 'ngosngosan', 'ada', 'begitu', 'injury', 'time', 'canon', 'ball', 'dari', 'auto', 'icu', 'omonomon', 'kolot', 'bin', 'usang', 'bangsa', 'negara', 'rela', 'masih', 'saja']",imbas gampang bawa emosi ada manfaat tenaga sudah ngosngosan ada begitu injury time canon ball dari auto icu omonomon kolot bin usang bangsa negara rela masih saja,Politik
3153,rt umumkan dirinya dukung aniesmuhaimin ini janji dr tirta jika amin menang pilpres,umumkan dr tirta,"['umumkan', 'dr', 'tirta']","['umumkan', 'dari', 'tirta']",umum dari tirta,Politik
3154,lah emang kenapa sih harus milih yang masih baru dan abuabu klo udah ada ganjar pranowo yang udah bersih dan enggak punya catatan buruk di masa laluganjarmahfudrebound ganjarpranowopilihanumat jnk,emang milih abuabu udah udah bersih catatan buruk,"['emang', 'milih', 'abuabu', 'udah', 'udah', 'bersih', 'catatan', 'buruk']","['memang', 'memilih', 'abuabu', 'sudah', 'sudah', 'bersih', 'catatan', 'buruk']",memang pilih abuabu sudah sudah bersih catat buruk,Politik
3155,rt aku ngaku dukung  di kantor langsung ada karyawan yg nyeletuk ngapain dukung  tau ga anies dulu dipecat jadi menteri terus dia beberin segala kejelekan anies ngeliat aku masih ngotot dukung  dia bilang emang pendukung  mah keras susah dibilangin lah,ngaku kantor langsung karyawan nyeletuk ngapain ga dipecat menteri beberin kejelekan ngeliat ngotot bilang emang pendukung mah keras susah dibilangin,"['ngaku', 'kantor', 'langsung', 'karyawan', 'nyeletuk', 'ngapain', 'ga', 'dipecat', 'menteri', 'beberin', 'kejelekan', 'ngeliat', 'ngotot', 'bilang', 'emang', 'pendukung', 'mah', 'keras', 'susah', 'dibilangin']","['mengaku', 'kantor', 'langsung', 'karyawan', 'nyeletuk', 'mengapai', 'enggak', 'dipecat', 'menteri', 'beberin', 'kejelekan', 'melihat', 'ngotot', 'bilang', 'memang', 'pendukung', 'mah', 'keras', 'susah', 'dibilangin']",aku kantor langsung karyawan nyeletuk kapai enggak pecat menteri beberin jelek lihat ngotot bilang memang dukung mah keras susah dibilangin,Politik
3156,ganjar pranowo mahfud md pemimpin yang selalu dekat dengan hati rakyat yuk pilih mereka di pilpres  untuk masa depan yang lebih  jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,pemimpin hati rakyat pilih tabrakprof,"['pemimpin', 'hati', 'rakyat', 'pilih', 'tabrakprof']","['pemimpin', 'hati', 'rakyat', 'pilih', 'tabrakprof']",pimpin hati rakyat pilih tabrakprof,Politik
3157,prabowo refleksi keadilan yang diinginkan oleh warga jabar,refleksi keadilan warga jabar,"['refleksi', 'keadilan', 'warga', 'jabar']","['refleksi', 'keadilan', 'warga', 'jabar']",refleksi adil warga jabar,Politik
3158,mafia‚ seperti ini emang harus diberantas pak ganjar mahfud hebat   dulujokowisekarangganjar ayahbowo adalahkita ¹‚,mafia‚ emang diberantas hebat ayahbowo adalahkita ¹‚,"['mafia‚', 'emang', 'diberantas', 'hebat', 'ayahbowo', 'adalahkita', '¹\x8d‚\x8f']","['mafia‚', 'memang', 'diberantas', 'hebat', 'ayahbowo', 'adalahkita', '¹\x8d‚\x8f']",mafia memang berantas hebat ayahbowo adalahkita ,Politik
3159,rt yth pak  ramai berita menyoroti tentang kekurangan rumah bagi anggota tni jika bapak berkenan saya bisa kirim dokumen riset dan fs tentang rumah susun pancasila rumah susun yang mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan dan juga pertahanan keamanan dengan pendekatan sosial kemasyarakatan rumah susun yang idealnya dibangun di wilayah wilayah perbatasan dengan komposisi penghuni yang terdiri dari tni polri tokoh agama guru incoming property with integrated farming yang dipadukan dengan unsur pertahanan dan keamanan,ramai berita menyoroti kekurangan rumah anggota tni berkenan kirim dokumen riset rumah susun pancasila rumah susun mencerminkan kerukunan keberagaman ekonomi mandiri pendidikan pertahanan keamanan pendekatan sosial kemasyarakatan rumah susun idealnya dibangun wilayah wilayah perbatasan komposisi penghuni tni polri tokoh guru incoming property with integrated farming dipadukan unsur pertahanan keamanan,"['ramai', 'berita', 'menyoroti', 'kekurangan', 'rumah', 'anggota', 'tni', 'berkenan', 'kirim', 'dokumen', 'riset', 'rumah', 'susun', 'pancasila', 'rumah', 'susun', 'mencerminkan', 'kerukunan', 'keberagaman', 'ekonomi', 'mandiri', 'pendidikan', 'pertahanan', 'keamanan', 'pendekatan', 'sosial', 'kemasyarakatan', 'rumah', 'susun', 'idealnya', 'dibangun', 'wilayah', 'wilayah', 'perbatasan', 'komposisi', 'penghuni', 'tni', 'polri', 'tokoh', 'guru', 'incoming', 'property', 'with', 'integrated', 'farming', 'dipadukan', 'unsur', 'pertahanan', 'keamanan']","['ramai', 'berita', 'menyoroti', 'kekurangan', 'rumah', 'anggota', 'tni', 'berkenan', 'kirim', 'dokumen', 'riset', 'rumah', 'susun', 'pancasila', 'rumah', 'susun', 'mencerminkan', 'kerukunan', 'keberagaman', 'ekonomi', 'mandiri', 'pendidikan', 'pertahanan', 'keamanan', 'pendekatan', 'sosial', 'kemasyarakatan', 'rumah', 'susun', 'idealnya', 'dibangun', 'wilayah', 'wilayah', 'perbatasan', 'komposisi', 'penghuni', 'tni', 'polri', 'tokoh', 'guru', 'incoming', 'property', 'with', 'integrated', 'farming', 'dipadukan', 'unsur', 'pertahanan', 'keamanan']",ramai berita sorot kurang rumah anggota tni kenan kirim dokumen riset rumah susun pancasila rumah susun cermin rukun agam ekonomi mandiri didik tahan aman dekat sosial masyarakat rumah susun ideal bangun wilayah wilayah batas komposisi huni tni polri tokoh guru incoming property with integrated farming padu unsur tahan aman,Sumber Daya Alam
3160,rt ganjar presiden rakyat  capres nomor urut  ganjar pranowo melakukan rangkaian kampanye di kota ruteng manggarai ntt jumat  kedatangannya ke ntt langsung bertemu dengan uskup ruteng untuk melakukan dialog kebangsaan  bersama rombongan tiba pukul  wita dia langsung disambut oleh uskup ruteng mgr siprianus hormat ganjar juga disambut dengan prosesi adat manggarai yakni kapu selain itu dia diberikan kendi dan ayam berwarna putih dalam penyambutan ini,rakyat nomor rangkaian kampanye kota ruteng manggarai ntt jumat kedatangannya ntt langsung bertemu uskup ruteng dialog kebangsaan rombongan wita langsung disambut uskup ruteng mgr siprianus hormat disambut prosesi adat manggarai kapu kendi ayam berwarna putih penyambutan,"['rakyat', 'nomor', 'rangkaian', 'kampanye', 'kota', 'ruteng', 'manggarai', 'ntt', 'jumat', 'kedatangannya', 'ntt', 'langsung', 'bertemu', 'uskup', 'ruteng', 'dialog', 'kebangsaan', 'rombongan', 'wita', 'langsung', 'disambut', 'uskup', 'ruteng', 'mgr', 'siprianus', 'hormat', 'disambut', 'prosesi', 'adat', 'manggarai', 'kapu', 'kendi', 'ayam', 'berwarna', 'putih', 'penyambutan']","['rakyat', 'nomor', 'rangkaian', 'kampanye', 'kota', 'ruteng', 'manggarai', 'ntt', 'jumat', 'kedatangannya', 'ntt', 'langsung', 'bertemu', 'uskup', 'ruteng', 'dialog', 'kebangsaan', 'rombongan', 'wita', 'langsung', 'disambut', 'uskup', 'ruteng', 'mgr', 'siprianus', 'hormat', 'disambut', 'prosesi', 'adat', 'manggarai', 'kapu', 'kendi', 'ayam', 'berwarna', 'putih', 'penyambutan']",rakyat nomor rangkai kampanye kota ruteng manggarai ntt jumat datang ntt langsung temu uskup ruteng dialog bangsa rombong wita langsung sambut uskup ruteng mgr siprianus hormat sambut prosesi adat manggarai kapu kendi ayam warna putih sambut,Politik
3161,rt melanjutkan konsolidasi relawan prabowo  gibran di indramayu membangun semangat menang satu putaran,melanjutkan konsolidasi relawan indramayu membangun semangat putaran,"['melanjutkan', 'konsolidasi', 'relawan', 'indramayu', 'membangun', 'semangat', 'putaran']","['melanjutkan', 'konsolidasi', 'relawan', 'indramayu', 'membangun', 'semangat', 'putaran']",lanjut konsolidasi rawan indramayu bangun semangat putar,Politik
3163,program ganjarmahfud tuh paling dibutuhkan dan sangat membantu untuk rakyat semoga bisa jd pemimpin indonesia salammetalganjarmahfud,dibutuhkan membantu rakyat semoga jd pemimpin,"['dibutuhkan', 'membantu', 'rakyat', 'semoga', 'jd', 'pemimpin']","['dibutuhkan', 'membantu', 'rakyat', 'semoga', 'jadi', 'pemimpin']",butuh bantu rakyat moga jadi pimpin,Politik
3164,komitmen ganjar pranowo dan mahfud md untuk meningkatkan pelayanan kesehatan di daerah tercermin dalam program jnkbersamaganjarmahfud jnk ganjarmahfudrebound ganjarpranowopilihanumat,komitmen meningkatkan pelayanan kesehatan daerah tercermin,"['komitmen', 'meningkatkan', 'pelayanan', 'kesehatan', 'daerah', 'tercermin']","['komitmen', 'meningkatkan', 'pelayanan', 'kesehatan', 'daerah', 'tercermin']",komitmen tingkat layan sehat daerah cermin,Politik
3165,rt abah anies ingin industri kreatif tanah air tiru korsel yang investasi budaya besarbesaran industrikreatifamin,industri kreatif tanah air tiru korsel investasi budaya besarbesaran industrikreatifamin,"['industri', 'kreatif', 'tanah', 'air', 'tiru', 'korsel', 'investasi', 'budaya', 'besarbesaran', 'industrikreatifamin']","['industri', 'kreatif', 'tanah', 'air', 'tiru', 'korsel', 'investasi', 'budaya', 'besarbesaran', 'industrikreatifamin']",industri kreatif tanah air tiru korsel investasi budaya besarbesaran industrikreatifamin,Politik
3166,rt kampanye hari  pak anies hadir di samarinda kaltim beberapa agenda kampanye terjadwal hari ini mengunjungi pasar segiri jumpa relawan dan desak anies di da caffe samarinda  semoga ga ada yg panic jngan tanya sambutannya tak terbendung   ,kampanye hadir samarinda kaltim agenda kampanye terjadwal mengunjungi pasar segiri jumpa relawan desak da caffe samarinda semoga ga panic jngan sambutannya terbendung ,"['kampanye', 'hadir', 'samarinda', 'kaltim', 'agenda', 'kampanye', 'terjadwal', 'mengunjungi', 'pasar', 'segiri', 'jumpa', 'relawan', 'desak', 'da', 'caffe', 'samarinda', 'semoga', 'ga', 'panic', 'jngan', 'sambutannya', 'terbendung', '\x8f']","['kampanye', 'hadir', 'samarinda', 'kaltim', 'agenda', 'kampanye', 'terjadwal', 'mengunjungi', 'pasar', 'segiri', 'jumpa', 'relawan', 'desak', 'sudah', 'caffe', 'samarinda', 'semoga', 'enggak', 'panic', 'jangan', 'sambutannya', 'terbendung', '\x8f']",kampanye hadir samarinda kaltim agenda kampanye jadwal unjung pasar gir jumpa rawan desak sudah caffe samarinda moga enggak panic jangan sambut bendung ,Politik
3167,capres ganjar pranowo dan cawapres mahfud duo keren yang bakal rapiin regulasi hukum biar investor semakin betah di tanah airganjarmahfudrebound ganjarpranowopilihanumat jnk,duo keren rapiin regulasi hukum investor betah tanah,"['duo', 'keren', 'rapiin', 'regulasi', 'hukum', 'investor', 'betah', 'tanah']","['duo', 'keren', 'rapiin', 'regulasi', 'hukum', 'investor', 'betah', 'tanah']",duo keren rapiin regulasi hukum investor betah tanah,Politik
3168,rt aku rasa ini alasan yang tidak kalah penting kenapa prabowo jangan sampai jadi presiden,alasan kalah,"['alasan', 'kalah']","['alasan', 'kalah']",alas kalah,Politik
3169,psi boleh mencoba mengusung prabowo  gibran tapi rakyat jawa timur lebih mengakui keunggulan ganjar  mahfud,psi mencoba mengusung rakyat mengakui keunggulan,"['psi', 'mencoba', 'mengusung', 'rakyat', 'mengakui', 'keunggulan']","['psi', 'mencoba', 'mengusung', 'rakyat', 'mengakui', 'keunggulan']",psi coba usung rakyat aku unggul,Politik
3170,rakyat jabar mari kita bersatu dan berjuang bersama prabowo untuk masa depan yang lebih baik dan adil  berbuatbaik untukmasyarakat,rakyat jabar mari bersatu berjuang adil berbuatbaik untukmasyarakat,"['rakyat', 'jabar', 'mari', 'bersatu', 'berjuang', 'adil', 'berbuatbaik', 'untukmasyarakat']","['rakyat', 'jabar', 'mari', 'bersatu', 'berjuang', 'adil', 'berbuatbaik', 'untukmasyarakat']",rakyat jabar mari satu juang adil berbuatbaik untukmasyarakat,Politik
3171,rt tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja,tanggapan serius tindakan penganiayaan menimpa relawan boyolali oknum tni aniaya mengerti aturan mengerti pecat,"['tanggapan', 'serius', 'tindakan', 'penganiayaan', 'menimpa', 'relawan', 'boyolali', 'oknum', 'tni', 'aniaya', 'mengerti', 'aturan', 'mengerti', 'pecat']","['tanggapan', 'serius', 'tindakan', 'penganiayaan', 'menimpa', 'relawan', 'boyolali', 'oknum', 'tni', 'aniaya', 'mengerti', 'aturan', 'mengerti', 'pecat']",tanggap serius tindak aniaya timpa rawan boyolali oknum tni aniaya erti atur erti pecat,Pertahanan dan Keamanan
3173,keakraban pak anies dengan anak didik menciptakan iklim belajar yang menyenangkan dan mendorong semangat inovasi,keakraban menciptakan iklim belajar menyenangkan mendorong semangat inovasi,"['keakraban', 'menciptakan', 'iklim', 'belajar', 'menyenangkan', 'mendorong', 'semangat', 'inovasi']","['keakraban', 'menciptakan', 'iklim', 'belajar', 'menyenangkan', 'mendorong', 'semangat', 'inovasi']",akrab cipta iklim ajar senang dorong semangat inovasi,Sosial Budaya
3174,rt bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata  pangandaran p ¹ angandaran‚ ganjar mahfud hebat   dulujokowisekarangganjar sertifikattanah untukrakyat,wujudkan kesejahteraan adil merata pangandaran p ¹ angandaran‚ hebat sertifikattanah untukrakyat,"['wujudkan', 'kesejahteraan', 'adil', 'merata', 'pangandaran', 'p', '¹', 'angandaran‚', 'hebat', 'sertifikattanah', 'untukrakyat']","['wujudkan', 'kesejahteraan', 'adil', 'merata', 'pangandaran', 'p', '¹', 'angandaran‚', 'hebat', 'sertifikattanah', 'untukrakyat']",wujud sejahtera adil rata pangandaran p  angandaran hebat sertifikattanah untukrakyat,Politik
3175,rt insya allah anies jadi presiden  indonesia kembali di perhitungkan di internasional krn wawasan luas bahasa inggris bagus dan cerdas,insya allah perhitungkan internasional krn wawasan luas bahasa inggris bagus cerdas,"['insya', 'allah', 'perhitungkan', 'internasional', 'krn', 'wawasan', 'luas', 'bahasa', 'inggris', 'bagus', 'cerdas']","['insya', 'allah', 'perhitungkan', 'internasional', 'karena', 'wawasan', 'luas', 'bahasa', 'inggris', 'bagus', 'cerdas']",insya allah hitung internasional karena wawas luas bahasa inggris bagus cerdas,Politik
3176,rt aku dengerin debatnya dan mikir kayaknya pak prabs salah paham deh bukan data rahasia negara yg diminta pak ganjar dan pak anies,dengerin debatnya mikir kayaknya prabs paham data rahasia negara,"['dengerin', 'debatnya', 'mikir', 'kayaknya', 'prabs', 'paham', 'data', 'rahasia', 'negara']","['dengarkan', 'debatnya', 'mikir', 'kayaknya', 'prabs', 'paham', 'data', 'rahasia', 'negara']",dengar debat mikir kayak prabs paham data rahasia negara,Politik
3177,rt katanya ini katanya lho puluhan ribu pendukung ganjar mahfud ini yang bikin cemas kubu paslon lain kenapa lebih banyak dari konser kubu lain dua hari lalu di lokasi yang sama magelang  januari,lho puluhan ribu pendukung bikin cemas konser lokasi magelang januari,"['lho', 'puluhan', 'ribu', 'pendukung', 'bikin', 'cemas', 'konser', 'lokasi', 'magelang', 'januari']","['lho', 'puluhan', 'ribu', 'pendukung', 'bikin', 'cemas', 'konser', 'lokasi', 'magelang', 'januari']",lho puluh ribu dukung bikin cemas konser lokasi magelang januari,Politik
